"","Protein.Group","Protein.Ids","Protein.Names","Genes","First.Protein.Description","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S1_S1.A1_3763.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S11_S1.A10_3772.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S12_S1.A11_3773.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S13_S1.A12_3774.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S14_S1.B1_3775.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S15_S1.B2_3776.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S18_S1.B4_3778.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S2_S1.A2_3764.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S20_S1.B6_3780.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S22_S1.B8_3782.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S23_S1.B9_3783.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S24_S1.B10_3784.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S25_S1.B11_3785.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S26_S1.B12_3786.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S27_S1.C1_3787.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S28_S1.C2_3788.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S29_S1.C3_3789.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S3_S1.A3_3765.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S30_S1.C4_3790.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S32_S1.C6_3792.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S35_S1.C9_3795.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S37_S1.C10_3796.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S38_S1.C11_3797.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S4_S1.A4_3766.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S5_S1.A5_3767.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S6_S1.A6_3768.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S7_S1.A7_3769.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S9_S1.A8_3770.d"
"4101","Q68BL7","Q68BL7","OLM2A_HUMAN","OLFML2A","Olfactomedin-like protein 2A",2642.36,NA,1766.25,NA,NA,NA,NA,2635.96,NA,NA,NA,5204.87,NA,3172.69,2228.36,6857.96,NA,4713.34,NA,NA,NA,NA,894.946,2528.19,2922.21,NA,4139.61,2307.15
"4102","Q68CP4","Q68CP4","HGNAT_HUMAN","HGSNAT","Heparan-alpha-glucosaminide N-acetyltransferase",23902.5,21714.8,43377.6,29214.8,30556.1,42010,25206,27775.5,27903.7,33423,40376.2,27632.4,23892.7,35085.9,32245.2,25944.8,24836.9,28685.4,32006,31475.1,27884.9,31368.4,31947.6,28305.6,31627.2,33794.1,34865.3,37025.3
"4103","Q68CP9","Q68CP9","ARID2_HUMAN","ARID2","AT-rich interactive domain-containing protein 2",6107.53,3721.41,4763.66,4624.72,5604.01,3797.73,4465.6,6199.06,5552.19,5118.96,4224.78,5987.18,4436.06,5226.92,6907.55,5512.5,4897.28,6096.18,5112.66,3840.07,6088.97,5772.09,4365.5,6270.45,5437.13,5010.71,6523.69,4567.74
"4104","Q68CQ4","Q68CQ4","UTP25_HUMAN","UTP25","U3 small nucleolar RNA-associated protein 25 homolog",7992.71,5306.78,8002.15,6050.49,6425.87,6595.54,7290.29,8026.9,7860.22,7370.72,6383.18,5110.33,6672.84,7618.96,6009.43,7979.09,6641.91,7784.67,7801.07,7276.97,6769.84,7488.73,6798.44,7813.26,6377.69,5075.68,7325.35,6593.35
"4105","Q68CQ7","Q68CQ7","GL8D1_HUMAN","GLT8D1","Glycosyltransferase 8 domain-containing protein 1",15685.6,20444.8,22695.7,15658.4,16653.3,14993.4,17219.1,17857.9,19675.3,15241.2,13881.4,7571.2,23489.5,19071.6,8709.75,12827.4,16199.3,15493.3,14314.2,25185.1,26083.2,17124.6,17583.5,16927.2,13848.8,8675.56,16598.5,14418.9
"4106","Q68CR1","Q68CR1","SE1L3_HUMAN","SEL1L3","Protein sel-1 homolog 3",2023.19,2771.51,2792.86,2777.6,1506.11,2702.98,1899.06,2613.29,4355.85,4379.67,2653.85,2781.26,3614.87,2393.79,2952.99,2244.06,1425.73,2392.5,2368.44,5125.7,2726.11,2787.34,1286.58,2880.17,795.444,1742.41,2180.92,2284.35
"4107","Q68CZ2","Q68CZ2","TENS3_HUMAN","TNS3","Tensin-3",603.367,33620.9,33427.7,37338.5,14908.8,19966.7,23566.6,2599.86,33643.3,16790.4,11892.7,22419,28813,5170.93,11389.5,903.483,24764.2,2132.41,4495.6,42000.5,31534.8,23497.7,7245,1321.01,5988.24,19166.5,13076.1,28496.4
"4108","Q68CZ6","Q68CZ6","HAUS3_HUMAN","HAUS3","HAUS augmin-like complex subunit 3",3461.36,2919.25,3536.28,3472.38,2698.79,2878.69,3052.59,2321.77,2918.95,3274.03,2427.08,2932.47,3391.64,2859.58,3304.93,2399.48,2953.57,2740.2,2894.66,3295.49,4014.45,3334.55,3519.35,2639.17,2561.38,1814.31,2830.89,3983.67
"4109","Q68D10","Q68D10","SPT2_HUMAN","SPTY2D1","Protein SPT2 homolog",5167.6,4494.82,5059.05,3957.98,3780.98,3850.12,5830.48,4199.88,4372.83,4365.58,4505.1,4031.85,5978.05,4548.84,3910.65,5216.11,3706.46,4765.01,4692.45,3872.72,4573.76,5310.2,3097.79,3293.16,4178.56,4853.64,4941.31,5090.71
"4110","Q68D85","Q68D85","NR3L1_HUMAN","NCR3LG1","Natural cytotoxicity triggering receptor 3 ligand 1",4846.45,4298.33,3485.72,6757.43,5663.2,6023.79,7270.4,3454.61,3520.7,5944.48,5551.39,NA,2613.52,4395.76,2154.59,5182.04,5509.5,4914.9,4676.43,4383.49,1826.63,2467.6,7464.19,3659.7,4765.09,NA,3426.76,4638.08
"4111","Q68D91","Q68D91","MBLC2_HUMAN","MBLAC2","Acyl-coenzyme A thioesterase MBLAC2",10941.1,11254.6,8150.67,9709.28,11158.4,12040.7,12479.5,10031.8,11330.8,10127.1,9876.87,10664.4,7768.07,9114.06,9925.07,10263.8,10404.2,9254.63,12450.5,9413.36,12544,12503.6,13237.1,9228.38,10531.2,12317.3,9499,9718.33
"4112","Q68DH5","Q68DH5","LMBD2_HUMAN","LMBRD2","G-protein coupled receptor-associated protein LMBRD2",3332.17,3474.7,4027.67,3745.87,3662.71,3903.36,4940.9,2263.06,3057.7,3742.02,3601.41,3793.86,3716.6,2529.64,3788.44,2083.58,3181.2,2386.62,3625.52,4261.32,3556.74,3022.61,1663.68,2464.37,2554.11,4488.24,2692.83,3483.56
"4113","Q68DK2","Q68DK2","ZFY26_HUMAN","ZFYVE26","Zinc finger FYVE domain-containing protein 26",13002.8,11037.8,10428.3,10441.4,14437.2,15940.3,10592.6,13440.3,12783.1,15104.5,11779.8,14945.6,10672.7,12534.2,12737,13176.2,13909.1,13128.2,13186.6,12279.4,9182.89,11637.9,12748,12095.7,12209.3,15658.4,12622.1,12228.6
"4114","Q68DK7","Q68DK7","MSL1_HUMAN","MSL1","Male-specific lethal 1 homolog",2748.98,3084.84,2206.28,1930.62,2165.71,1554.2,2177.03,2785.13,1574.05,2298.69,2163.01,2342.92,1580.34,3440.11,2668.84,3212.2,3011.7,2196.57,2832.94,1488.1,1969.29,2500.79,1738.61,2270.37,2890.22,2290.59,2659.92,2015.5
"4115","Q68DQ2","Q68DQ2","CRBG3_HUMAN","CRYBG3","Very large A-kinase anchor protein",15404.5,15045,11948.3,14757,14041.7,15805.5,12939.2,16066.6,13016.1,18781.2,15063.8,11710.5,13623.9,17482.1,17434.5,15157.6,15610.2,15720.3,14020,14975.8,13704.3,13835,14223.3,15719.6,13481.4,10548.5,16427.4,13603.2
"4116","Q68E01","Q68E01","INT3_HUMAN","INTS3","Integrator complex subunit 3",15165.6,9060.42,11305,11254.7,12778.8,9422.64,10662.8,16048.9,9774.89,10651.9,12521.4,14772,11100,15686.1,14712.8,13965,11328.4,16160.4,13905.5,12301.5,11547.7,11440,14202.9,15524.7,14758.5,12153.8,15727.4,12943.7
"4117","Q68EM7","Q68EM7","RHG17_HUMAN","ARHGAP17","Rho GTPase-activating protein 17",103209,90131.9,100680,95572.6,119946,113160,115004,95714.4,101954,98047.1,114461,147378,97135.9,114704,134112,108308,114975,108599,99060.1,100520,124758,110272,85659.7,92854.8,113814,143443,106304,97101.7
"4118","Q69YL0","Q69YL0","NCAS2_HUMAN","NCBP2AS2","Protein NCBP2AS2",4273.45,3227.44,2055.38,2813.06,4207.56,2103.94,4068.24,3767.55,2460.58,5719.32,3732.01,2319.08,2441.23,3863.93,2543.93,3810.47,2276.55,4048.88,4356.1,2993.66,2777.89,4702.34,2789.3,3122.69,6438.92,4204.97,3988.65,3515.26
"4119","Q69YN2","Q69YN2","C19L1_HUMAN","CWF19L1","CWF19-like protein 1",12961.5,7647.93,10707.8,9588.33,13263.6,9647.42,11971.9,13602.2,11107.9,11024.9,10131.6,14710.8,11692.4,14531.4,14066,15709.8,12444.8,16129.4,13956.5,8850.79,9175.41,11829.5,13416.3,13873.7,11529.6,13356,13115.5,11191
"4120","Q69YN4","Q69YN4","VIR_HUMAN","VIRMA","Protein virilizer homolog",13068,8984.78,10123.6,11981.9,11602,9771.62,12109.9,13505.7,9920.58,11535.1,11580.4,11597.3,10155.8,13721,14342.5,14967.9,11300.5,13973.9,12314.3,11755.4,12079,11589.5,11360.4,14154.4,12231.7,11408.3,12866.9,11102.1
"4121","Q69YQ0","Q69YQ0","CYTSA_HUMAN","SPECC1L","Cytospin-A",35035.2,38266.2,40351.3,39244.5,43552.1,40538.7,44816.1,33434.2,45818.4,39762.6,48788.3,33785.8,38969.7,37879.7,27264.3,35259.3,40500.5,35750.5,36863.3,38109.7,41925.1,41473.4,37373.7,31123.8,37335.3,33514.7,44722.9,48157.4
"4122","Q6AI08","Q6AI08","HEAT6_HUMAN","HEATR6","HEAT repeat-containing protein 6",7210.87,6674.92,8274.15,7290.63,7685.94,6444.49,11774.2,7052.82,7767.23,6798.53,6935.19,4258.23,7052.04,6710.92,6017.19,6606.76,7245.57,9271.79,6897.94,8354.5,9801.08,7822.67,6810.49,6174.45,5767.44,2834.55,7219.67,7895.24
"4123","Q6AI12","Q6AI12","ANR40_HUMAN","ANKRD40","Ankyrin repeat domain-containing protein 40",5578.92,5071,4280.68,5163.42,6785.76,4928.62,7415.91,5061.61,6696.79,6663.98,4233.56,4551.63,4779.29,5654.11,4341.33,5377.13,6941.63,5530.71,5009.78,4947.38,5255.8,6330.87,6077.43,5281.82,4728.48,5707.49,5530.48,5837.73
"4124","Q6AWC2","Q6AWC2","WWC2_HUMAN","WWC2","Protein WWC2",6118.75,10131.9,8257.38,11999.3,7887.82,6832.03,11336.1,7652.18,10429.7,8046.74,7393.68,7502.44,13605.5,6532.74,6751.07,5087.93,7095.43,7413.66,7394.87,8787.92,12364.5,10102.5,6463.05,7581.69,7085.74,5764.27,7356.62,8919.51
"4125","Q6AZY7","Q6AZY7","SCAR3_HUMAN","SCARA3","Scavenger receptor class A member 3",2799.35,NA,1813.87,NA,1138.8,NA,NA,2531.23,NA,1260.59,3317.96,622.798,NA,3533.32,3573.77,4305.31,NA,2617.51,2021.13,NA,NA,NA,1426.18,2179.35,2156.62,NA,1278.91,NA
"4126","Q6AZZ1","Q6AZZ1","TRI68_HUMAN","TRIM68","E3 ubiquitin-protein ligase TRIM68",779.72,717.059,473.85,684.528,989.676,590.805,849.353,809.133,1225.32,1030.13,429.502,485.075,895.748,822.41,1024.25,788.312,933.099,841.917,865.968,560.756,1215.47,795.728,619.24,841.499,841.883,NA,370.514,956.182
"4127","Q6BCY4","Q6BCY4","NB5R2_HUMAN","CYB5R2","NADH-cytochrome b5 reductase 2",2923.26,3071.63,NA,2552.68,717.167,4367.86,3903.27,7952.21,7984.85,NA,3794.28,NA,3028.72,3681.33,NA,6341.44,NA,4647,7642.85,NA,9762.39,8172.19,4187.69,7642.73,2803.71,NA,5259.49,NA
"4128","Q6BDS2","Q6BDS2","URFB1_HUMAN","UHRF1BP1","UHRF1-binding protein 1",19722.2,11881.7,21270.6,19594.1,20674.9,9231.18,13262.9,22915.2,22693.5,21476.9,24393.4,28088.2,16858.4,24789.6,25597.8,23019.7,20783.2,26012.6,18516.3,17223.2,16334.7,20180.7,18651.3,25556.3,15677.1,23719.4,21778.6,22431.8
"4129","Q6DCA0","Q6DCA0","AMERL_HUMAN","AMMECR1L","AMMECR1-like protein",2336.34,2345.31,2432.43,2576.11,2136.82,1236.58,1761.49,2332.55,2452.77,2921.97,2320.12,2304.89,2122.15,1970.12,2288.73,2262.56,2219.53,2011.56,2680.95,2191.18,1932.94,2581.56,1812.15,2433.36,2655.14,1827.18,2544.57,2713.1
"4130","Q6DD87","Q6DD87","ZN787_HUMAN","ZNF787","Zinc finger protein 787",4183.34,910.098,3085.91,2731.98,3456.4,1820.94,3298.64,3876.85,2323.66,2289.9,3079.53,4626.59,3184.93,4769.89,3813.68,4476.04,2519.81,4839.63,3540.9,2768.59,3569.8,3262.3,4179.75,3566.05,5107.51,3724.24,4355.83,3524.11
"4131","Q6DD88","Q6DD88","ATLA3_HUMAN","ATL3","Atlastin-3",91103.3,147433,172311,148572,104432,182253,135648,86958,127829,115550,138129,84597,129532,90810.3,99344.8,77528,128329,79597.2,119422,128258,121256,120388,141391,89037.6,96864,82521.2,90408.1,131722
"4132","Q6DKI1","Q6DKI1","RL7L_HUMAN","RPL7L1","60S ribosomal protein L7-like 1",23176.3,17207.6,19522.9,17792.2,16286.5,17220.5,21817.9,24236.2,15520.5,16767.4,17866.4,22780,20498.8,20715.6,19419.9,24316.2,15350.6,27363.7,20942.1,18834.3,18847.2,19926.4,17630.3,21984.6,18025.6,17687.4,19151.2,19218.8
"4133","Q6DKJ4","Q6DKJ4","NXN_HUMAN","NXN","Nucleoredoxin",83224.9,11855.4,76755.9,7272.85,13372.9,28259.3,2502.41,83412.8,25953.8,8671.68,70885.5,163941,26297.9,91524.5,100992,88711.4,7025,74822.6,27453.4,38145.6,4007,4195.49,75879.6,79762.4,83453.2,154841,64294.8,38209.6
"4134","Q6DKK2","Q6DKK2","TTC19_HUMAN","TTC19","Tetratricopeptide repeat protein 19, mitochondrial",11160.4,7799.15,12449.7,9739.86,12162.5,8342.37,9691.01,12192.9,13862.8,11092.6,11975.1,11268.2,6131.12,11843.4,11567.7,13762.7,11963.1,12342.3,11688.2,8457.3,7597.19,10336.7,10656.6,11672.8,13583,9098.27,11957.1,11370.8
"4135","Q6DN14","Q6DN14","MCTP1_HUMAN","MCTP1","Multiple C2 and transmembrane domain-containing protein 1",5866.64,17503.8,18431.4,7698.27,5169.2,12801.4,7584.08,7331.84,8791.94,8661.04,13624.4,2999.31,21758.9,8727.57,2898.3,3123.94,8652.11,5670.19,4302.78,1280.76,7045.64,11236.7,3271.56,7837.92,4995.42,3830.84,8494.12,10948.2
"4136","Q6DN90","Q6DN90","IQEC1_HUMAN","IQSEC1","IQ motif and SEC7 domain-containing protein 1",6149.65,8383.02,6638.27,7696.68,6305.55,7574.74,6555.73,6304.47,5772.83,6046.81,7571.86,14422.5,5936.81,6940.83,15400,6953.43,5813.82,6883.05,6153.69,8134.92,8039.76,6538.95,8864.5,6985.53,6769.57,14255.8,6604.39,7730.82
"4137","Q6EEV4","Q6EEV4","GL1AD_HUMAN","POLR2M","DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5",15968.2,12876.6,13351.7,12653.1,15752.9,10559.7,13342.5,13613.3,15573.8,13652.8,12720.4,9889.65,10491.7,15087.2,11785.3,15830.6,16197.8,19939.6,10155.6,7738.6,11954.8,11401.6,9212.32,12472.6,15048.3,9178.3,15806.4,16577.1
"4138","Q6FI81","Q6FI81","CPIN1_HUMAN","CIAPIN1","Anamorsin",80377.3,47567.4,65199.4,81624.2,82699.6,72195.9,74829.8,78374.6,83422,83084.6,85088.2,64410.1,65830.5,85179.8,58787.2,74141.3,74974.8,85566.5,73603.9,75895,77117.2,86600.9,55316.3,70603.2,67080,55015.7,77719.5,88030.5
"4139","Q6FIF0","Q6FIF0","ZFAN6_HUMAN","ZFAND6","AN1-type zinc finger protein 6",7284.97,7491.91,4991.53,5576.23,7401.12,6563.93,5849.61,6944.43,7322.09,6503.76,7705.62,6558.27,6525.36,6496.14,7838.2,5695.99,5910.92,6643.65,8223.35,7452.91,7268.15,7053.38,4690.27,6180.06,6471.77,7601.98,7218.17,7055.28
"4140","Q6GMV2","Q6GMV2","SMYD5_HUMAN","SMYD5","Histone-lysine N-trimethyltransferase SMYD5",9451.86,8866.26,8215.6,8982.95,11030.1,9687.29,9223.64,10458.5,8300.38,9079.98,9067.65,8880.25,8779.58,11980.5,8918.5,10970.5,10045.1,12019.7,9389.6,9978.79,9879.74,8827.63,10159.4,10548.2,11802.2,8075.24,11985.5,9366.61
"4141","Q6GMV3","Q6GMV3","PTRD1_HUMAN","PTRHD1","Putative peptidyl-tRNA hydrolase PTRHD1",51083.4,46874.9,45475,49943.5,58228.6,52679.2,42136.1,44672.8,53301.4,59671,61656.3,47798.2,41622.8,49155.9,38749.1,45118.7,44526,36823.5,43472.7,45098.3,45675.1,43005.3,68581.3,47437.9,50587.1,42846,52776.1,47873
"4142","Q6GQQ9","Q6GQQ9","OTU7B_HUMAN","OTUD7B","OTU domain-containing protein 7B",4633.13,4338.9,6183.68,4822.73,4975.4,5884.99,4637.02,5417.83,5742.32,5752.72,5395.4,4839.09,5744.19,5105.04,4827.84,5822.04,5758.42,5294.84,5548.11,4771.31,5229.63,4625.29,5764.87,4673.41,4713.94,4004.63,5748.62,4965.12
"4143","Q6GYQ0","Q6GYQ0","RGPA1_HUMAN","RALGAPA1","Ral GTPase-activating protein subunit alpha-1",2842.79,2395.9,2985.46,3038.55,2474.49,3097.27,3043.69,2639,3651.52,2800.25,2646.95,3789.78,3232.4,2895.79,3615.75,2201.52,3182.03,3116.28,3607.54,2414.47,3965.6,3348.36,2872.15,2763.59,2348.53,3255.69,2563.78,2800.74
"4144","Q6I9Y2","Q6I9Y2","THOC7_HUMAN","THOC7","THO complex subunit 7 homolog",6444.27,4463.25,7128.4,4875.37,5509.76,4848.35,4767.05,6171.38,4735.33,5112.18,5877.93,7925.57,5984.39,7862.1,7180.5,8089.23,7897.71,7223.13,7316.45,6796.94,4763.08,6469.99,5910.61,5875.59,5664.17,4838.92,7334.71,4551.17
"4145","Q6IA17","Q6IA17","SIGIR_HUMAN","SIGIRR","Single Ig IL-1-related receptor",2430.63,4192.44,2345.59,2643.8,3596.38,2354.59,2446.57,2264.45,2736.08,3485.88,2561.97,2444.76,1338.98,2409.02,3711.24,2754.7,3634.27,2837.15,2756.5,2076.47,2626.24,2123.45,2811.68,2520.95,2580.64,3750.9,2606.78,2934.77
"4146","Q6IA69","Q6IA69","NADE_HUMAN","NADSYN1","Glutamine-dependent NAD(+) synthetase",22084.7,20417.6,21720,19619.8,21365.4,19540,25488.3,24432,16766.4,26749.1,22769.4,20932.1,15575.1,19824.3,22006.1,20837,22494.5,19901.8,23202.2,22225.7,20584.4,22357.7,29423.3,20600.7,21468.5,21020.1,24124.8,15616.7
"4147","Q6IA86","Q6IA86","ELP2_HUMAN","ELP2","Elongator complex protein 2",10231.7,7208.97,12738.1,10734.8,9481.18,9426,11314.6,11156.9,8980.84,9047.13,8169.88,6933.17,11725.1,10982,9310.24,8318.87,10132.3,9067.52,10886.6,8742.76,10872.1,11067.9,10244.7,10961.5,7166.73,7467.12,8127.19,9849.93
"4148","Q6IAA8","Q6IAA8","LTOR1_HUMAN","LAMTOR1","Ragulator complex protein LAMTOR1",63939,56871.6,63647.3,53632.1,65759.3,62841.4,49590.3,62580.7,56706.9,68835.7,73045.6,54864.9,42817.1,63400.3,61505.7,56266.5,61520.7,60721.8,61669.2,57025.6,51534.5,49762.8,75135.4,56950.6,70574.6,64822,68573.7,55471.2
"4149","Q6IAN0","Q6IAN0","DRS7B_HUMAN","DHRS7B","Dehydrogenase/reductase SDR family member 7B",12750.2,13850.5,18253.7,15387.2,12771.1,14294.4,12140.6,7481.39,13066.2,16140,14504.9,14985.9,15371,12795.2,14602.7,14187.3,16227.3,15381.1,14738.3,14613.7,14402.4,16839.6,13020.5,8008.3,13221.7,12902.3,12624.1,13886.5
"4150","Q6IBS0","Q6IBS0","TWF2_HUMAN","TWF2","Twinfilin-2",38615.1,33404.1,87335,41287.8,51149.6,39826.7,43491.7,40160.3,48245.6,46315.2,38702.5,36763,38775.2,50499.7,40037.2,38422.7,69566.8,38467.9,65086.2,39596,43556.7,43722.5,39049.3,41518,39232.4,40729.8,41382.7,48599.1
"4151","Q6IC98","Q6IC98","GRAM4_HUMAN","GRAMD4","GRAM domain-containing protein 4",7935.69,3332.93,4007.23,3674.65,5277.99,5646.78,3030.13,7503.87,4490.58,6145.55,7518.05,9279.53,3371.13,6905.72,5884.03,8425.13,6020.95,8523,6559.27,4998.86,3472.39,4788.95,9595.74,7621.56,7990.03,9255.22,6223.37,5769.99
"4152","Q6ICB0","Q6ICB0","DESI1_HUMAN","DESI1","Desumoylating isopeptidase 1",15087.3,18832.5,17213.4,16760.9,9595.17,23393.2,14519.9,11713.2,15548,15457.5,16539.4,10324,21817,10052.5,10725.9,11814.6,15250.8,12099.2,14861.7,20033.8,19749.1,14682.6,15189.2,14391.8,12865.7,11346.1,13262.4,15174.6
"4153","Q6ICB4","Q6ICB4","SESQ2_HUMAN","PHETA2","Sesquipedalian-2",2990.5,2554.16,3491.66,2701.45,2267.11,2295.99,3192.8,2266.3,2642.78,2262.51,2591.77,2822.72,3323.56,2456.81,2585.43,1725.21,2870.24,2062.97,2478.08,3194.72,3022.77,2303.83,2821.67,1769.64,3272.67,1942.84,2597.44,3364.72
"4154","Q6ICG6","Q6ICG6","K0930_HUMAN","KIAA0930","Uncharacterized protein KIAA0930",7652.91,9506.49,12559.2,8922.05,9827.11,12168.9,8914.08,6654.6,7401.07,10369.4,8227.78,13593,6658.46,7981.23,8199.58,7558.46,10941.1,7096.45,7892.97,8411.7,8465.27,10064.6,8193.34,6664.97,7285.32,12989.3,8139.54,11311.4
"4155","Q6ICH7","Q6ICH7","ASPH2_HUMAN","ASPHD2","Aspartate beta-hydroxylase domain-containing protein 2",2695.95,NA,NA,NA,1246.24,NA,NA,1575.05,2337.86,NA,1669.37,1841.61,2330.24,2519.08,2114.33,NA,1280.54,2571.04,NA,NA,NA,1436.84,NA,2466.1,NA,NA,NA,2041.11
"4156","Q6ICL3","Q6ICL3","TNG2_HUMAN","TANGO2","Transport and Golgi organization protein 2 homolog",15276.9,19177.5,15642.1,16486.4,17625.5,14736.6,11852.8,13611.3,13910,15058.4,15593.3,27574.7,12593.8,13425.2,12215.9,14663.5,14675.8,14947.6,12040.3,13961.2,10357.8,14571.3,16069.1,13619.3,12538.5,23944.6,14205.4,15208.5
"4157","Q6IN84","Q6IN84","MRM1_HUMAN","MRM1","rRNA methyltransferase 1, mitochondrial",9962.77,6640.1,7258.4,4958.22,7092.76,6724.77,8188.85,8575.56,6083.54,6883.99,7512.29,10872,5633.05,6506.29,7424.78,7106.93,5468.22,8693.89,8692.49,9253.73,7262.94,2893.62,7479.81,9482.62,11121.5,7492.62,7950.63,7793.49
"4158","Q6IN85","Q6IN85","P4R3A_HUMAN","PPP4R3A","Serine/threonine-protein phosphatase 4 regulatory subunit 3A",13958.4,7675.96,11087.6,8413.66,12346.9,9887.72,9242.61,13989.8,8440.8,9289.03,12035.9,13619.8,10020.8,14673.6,13133.9,14537,11837.5,13263.8,13399.8,9086.52,8247.18,9535.26,11166.7,14976.7,14097,11963.9,13145.9,9873.45
"4159","Q6IPR1","Q6IPR1","ETFR1_HUMAN","ETFRF1","Electron transfer flavoprotein regulatory factor 1",4924.91,2540.72,2332.21,2473.13,3469.71,3748.85,2145.49,3943.85,1768.07,3248.33,3630.17,4526.22,1492.06,3059.88,2299.26,2918.17,1546.54,4087.81,3740.57,3140.57,1742.28,2194.47,4572.16,4548.46,4173.76,7702.54,3444.66,1724.62
"4160","Q6IQ21","Q6IQ21","ZN770_HUMAN","ZNF770","Zinc finger protein 770",1089.89,NA,893.987,1871.93,595.122,NA,1256.38,1133.47,401.498,417.696,289.753,548.108,NA,1230.9,1001.69,997.863,871.495,1439.42,319.151,578.797,752.634,740.549,NA,857.039,1020.41,1938.22,506.102,554.922
"4161","Q6IQ22","Q6IQ22","RAB12_HUMAN","RAB12","Ras-related protein Rab-12",21383.8,18564.2,21921.5,19235.9,21629.4,28479.7,22772.1,19689.6,22411.5,23998.4,21881.4,16877.8,17663,19516.2,18237.9,17342,22004.7,17718.5,24711.5,18174.7,18241,20527.2,22147.7,22115.9,19426.6,20804.7,20170.3,21549.4
"4162","Q6IQ26","Q6IQ26","DEN5A_HUMAN","DENND5A","DENN domain-containing protein 5A",1777.89,2157.55,2335.65,2680.37,2295.79,2296.53,2170.9,1522.95,2112.91,2105.02,1610.1,1285.3,2352.91,1370.92,1737.79,1679.67,2324.98,1752.7,1738.55,2442.59,2833.11,2235.87,1240.63,1788.58,1621.1,2015.29,1818.95,1730.57
"4163","Q6IQ49","Q6IQ49","SDE2_HUMAN","SDE2","Replication stress response regulator SDE2",5905.75,3076.09,4441.27,4846.65,6844.59,4693.64,4813.26,6350.3,5512.63,5194.43,5596.6,8733.88,4860.86,6309.07,5832.86,6344.36,5204.24,6727.31,5721.38,5122.46,5092.76,5869.59,5661.63,6400.92,5887.53,9102.57,7441.05,5412.57
"4164","Q6JQN1","Q6JQN1","ACD10_HUMAN","ACAD10","Acyl-CoA dehydrogenase family member 10",27456,17202.2,16089.4,15568.5,26167.1,9803.59,17026.5,26159.3,22298,22149,19726.4,33463,14552.9,27661.3,32076.7,25817.2,23263.8,24617.3,30538,22457.6,23362.3,23248.7,24463.9,28115.8,23680.5,30874.9,23225.5,16198.6
